osmid,name,anlik_risk,geometry
8927593690fffff,"H3:8927593690fffff (suc=1, lamba_ariza=9)",8.77,"LINESTRING (-87.8125763256718 41.97986569795972, -87.8125763256718 41.97986569795972)"
892664cb083ffff,"H3:892664cb083ffff (suc=9, lamba_ariza=8)",33.9,"LINESTRING (-87.79224263189421 41.952797918118215, -87.79224263189421 41.952797918118215)"
892664ccc93ffff,"H3:892664ccc93ffff (suc=18, lamba_ariza=14)",57.42,"LINESTRING (-87.5695007943865 41.75903270243733, -87.5695007943865 41.75903270243733)"
892664c120bffff,"H3:892664c120bffff (suc=10, lamba_ariza=6)",33.59,"LINESTRING (-87.67248888562605 41.92685542857065, -87.67248888562605 41.92685542857065)"
892664c8c0fffff,"H3:892664c8c0fffff (suc=53, lamba_ariza=29)",91.54,"LINESTRING (-87.7248579034603 41.85892095749023, -87.7248579034603 41.85892095749023)"
892664cf647ffff,"H3:892664cf647ffff (suc=23, lamba_ariza=48)",76.79,"LINESTRING (-87.68161804918932 41.84895097957142, -87.68161804918932 41.84895097957142)"
892664ca17bffff,"H3:892664ca17bffff (suc=24, lamba_ariza=28)",74.21,"LINESTRING (-87.70751064507496 41.91891904366601, -87.70751064507496 41.91891904366601)"
892664cd0cfffff,"H3:892664cd0cfffff (suc=45, lamba_ariza=25)",87.95,"LINESTRING (-87.70494428923453 41.793580987552865, -87.70494428923453 41.793580987552865)"
892664ca1d7ffff,"H3:892664ca1d7ffff (suc=91, lamba_ariza=51)",98.26,"LINESTRING (-87.69836758882383 41.93121912309743, -87.69836758882383 41.93121912309743)"
892664d9933ffff,"H3:892664d9933ffff (suc=18, lamba_ariza=17)",60.12,"LINESTRING (-87.7251742205509 41.971011435712846, -87.7251742205509 41.971011435712846)"
892664ccc97ffff,"H3:892664ccc97ffff (suc=39, lamba_ariza=15)",79.3,"LINESTRING (-87.56652332493651 41.75674254692114, -87.56652332493651 41.75674254692114)"
89266419123ffff,"H3:89266419123ffff (suc=1, lamba_ariza=1)",5.46,"LINESTRING (-87.52753723805179 41.653393996844876, -87.52753723805179 41.653393996844876)"
892664cccbbffff,"H3:892664cccbbffff (suc=44, lamba_ariza=36)",90.9,"LINESTRING (-87.56899170383112 41.7509208438398, -87.56899170383112 41.7509208438398)"
892664cde73ffff,"H3:892664cde73ffff (suc=11, lamba_ariza=5)",34.46,"LINESTRING (-87.69210785847616 41.749075348712374, -87.69210785847616 41.749075348712374)"
892664cf147ffff,"H3:892664cf147ffff (suc=23, lamba_ariza=12)",62.78,"LINESTRING (-87.63981099645012 41.81690089997505, -87.63981099645012 41.81690089997505)"
892664c12b3ffff,"H3:892664c12b3ffff (suc=17, lamba_ariza=30)",65.26,"LINESTRING (-87.65558891004054 41.92936121174657, -87.65558891004054 41.92936121174657)"
892664cadb7ffff,"H3:892664cadb7ffff (suc=29, lamba_ariza=3)",61.59,"LINESTRING (-87.64029501276308 41.890609364709086, -87.64029501276308 41.890609364709086)"
892664ca527ffff,"H3:892664ca527ffff (suc=20, lamba_ariza=11)",57.62,"LINESTRING (-87.68146850182369 41.933728842858244, -87.68146850182369 41.933728842858244)"
89266456493ffff,"H3:89266456493ffff (suc=8, lamba_ariza=18)",40.31,"LINESTRING (-87.61621427610623 41.713936949457626, -87.61621427610623 41.713936949457626)"
89266419037ffff,"H3:89266419037ffff (suc=1, lamba_ariza=0)",0.76,"LINESTRING (-87.54412299668908 41.67003380471975, -87.54412299668908 41.67003380471975)"
892664575abffff,"H3:892664575abffff (suc=2, lamba_ariza=6)",11.93,"LINESTRING (-87.67579006839743 41.69420030490226, -87.67579006839743 41.69420030490226)"
89266456627ffff,"H3:89266456627ffff (suc=9, lamba_ariza=17)",40.87,"LINESTRING (-87.64584070684892 41.690459166875094, -87.64584070684892 41.690459166875094)"
892664c8d0fffff,"H3:892664c8d0fffff (suc=24, lamba_ariza=17)",68.59,"LINESTRING (-87.70393040994358 41.84290372382483, -87.70393040994358 41.84290372382483)"
892664d8973ffff,"H3:892664d8973ffff (suc=98, lamba_ariza=36)",96.89,"LINESTRING (-87.65646091849712 41.964796614627865, -87.65646091849712 41.964796614627865)"
89275936ca7ffff,"H3:89275936ca7ffff (suc=0, lamba_ariza=19)",15.73,"LINESTRING (-87.80934014154522 42.015947083047934, -87.80934014154522 42.015947083047934)"
892664c8d67ffff,"H3:892664c8d67ffff (suc=12, lamba_ariza=22)",50.99,"LINESTRING (-87.706385228174 41.837073766056456, -87.706385228174 41.837073766056456)"
892664c184fffff,"H3:892664c184fffff (suc=10, lamba_ariza=8)",34.9,"LINESTRING (-87.61814404961838 41.877485517903246, -87.61814404961838 41.877485517903246)"
892664d9bb7ffff,"H3:892664d9bb7ffff (suc=6, lamba_ariza=14)",31.72,"LINESTRING (-87.74508131552186 41.970783688616066, -87.74508131552186 41.970783688616066)"
892664cdecfffff,"H3:892664cdecfffff (suc=0, lamba_ariza=2)",1.21,"LINESTRING (-87.69263836029361 41.757185239351095, -87.69263836029361 41.757185239351095)"
892664cf58fffff,"H3:892664cf58fffff (suc=100, lamba_ariza=14)",86.41,"LINESTRING (-87.61730294878238 41.842085096139904, -87.61730294878238 41.842085096139904)"
892664cddbbffff,"H3:892664cddbbffff (suc=10, lamba_ariza=61)",53.58,"LINESTRING (-87.62793164291763 41.74221576257455, -87.62793164291763 41.74221576257455)"
89266419edbffff,"H3:89266419edbffff (suc=6, lamba_ariza=19)",35.87,"LINESTRING (-87.54855134477249 41.650301830133884, -87.54855134477249 41.650301830133884)"
892664ce2dbffff,"H3:892664ce2dbffff (suc=26, lamba_ariza=8)",62.68,"LINESTRING (-87.60958284732583 41.832298615698726, -87.60958284732583 41.832298615698726)"
89266452887ffff,"H3:89266452887ffff (suc=6, lamba_ariza=18)",35.24,"LINESTRING (-87.73594059857847 41.748013339849834, -87.73594059857847 41.748013339849834)"
892664c1a43ffff,"H3:892664c1a43ffff (suc=18, lamba_ariza=9)",52.26,"LINESTRING (-87.64645825776267 41.87602873794078, -87.64645825776267 41.87602873794078)"
89275936b8bffff,"H3:89275936b8bffff (suc=10, lamba_ariza=0)",28.36,"LINESTRING (-87.83848892793264 41.98419819735442, -87.83848892793264 41.98419819735442)"
892664cc687ffff,"H3:892664cc687ffff (suc=5, lamba_ariza=5)",20.51,"LINESTRING (-87.630338976747 41.80191630258046, -87.630338976747 41.80191630258046)"
89266456663ffff,"H3:89266456663ffff (suc=19, lamba_ariza=30)",69.32,"LINESTRING (-87.66020183122279 41.69378535933588, -87.66020183122279 41.69378535933588)"
89266419483ffff,"H3:89266419483ffff (suc=21, lamba_ariza=42)",74.6,"LINESTRING (-87.53772480143438 41.703694265862225, -87.53772480143438 41.703694265862225)"
892664cdc63ffff,"H3:892664cdc63ffff (suc=101, lamba_ariza=16)",87.76,"LINESTRING (-87.66387592953049 41.75053658254318, -87.66387592953049 41.75053658254318)"
89275936b77ffff,"H3:89275936b77ffff (suc=4, lamba_ariza=0)",12.5,"LINESTRING (-87.8433772657486 41.972514294625, -87.8433772657486 41.972514294625)"
89275936b57ffff,"H3:89275936b57ffff (suc=0, lamba_ariza=5)",4.21,"LINESTRING (-87.84816216201217 41.98000993059737, -87.84816216201217 41.98000993059737)"
892664cac6bffff,"H3:892664cac6bffff (suc=21, lamba_ariza=21)",67.58,"LINESTRING (-87.68779131226881 41.89997124264388, -87.68779131226881 41.89997124264388)"
892664190a7ffff,"H3:892664190a7ffff (suc=2, lamba_ariza=4)",8.22,"LINESTRING (-87.53868470511738 41.673560261745024, -87.53868470511738 41.673560261745024)"
892664c86a7ffff,"H3:892664c86a7ffff (suc=10, lamba_ariza=35)",50.84,"LINESTRING (-87.77206418664909 41.906566663191924, -87.77206418664909 41.906566663191924)"
892664d982bffff,"H3:892664d982bffff (suc=0, lamba_ariza=7)",5.87,"LINESTRING (-87.7516226990308 41.98349482138766, -87.7516226990308 41.98349482138766)"
8926645623bffff,"H3:8926645623bffff (suc=5, lamba_ariza=10)",25.96,"LINESTRING (-87.66037979532388 41.67466912233159, -87.66037979532388 41.67466912233159)"
892664cf2dbffff,"H3:892664cf2dbffff (suc=0, lamba_ariza=3)",2.42,"LINESTRING (-87.6895213194837 41.83957983707602, -87.6895213194837 41.83957983707602)"
892664cca33ffff,"H3:892664cca33ffff (suc=0, lamba_ariza=5)",4.07,"LINESTRING (-87.60954682413178 41.72037853452179, -87.60954682413178 41.72037853452179)"
892664cd517ffff,"H3:892664cd517ffff (suc=61, lamba_ariza=13)",82.59,"LINESTRING (-87.66527704761533 41.79400959296223, -87.66527704761533 41.79400959296223)"
892664d9a7bffff,"H3:892664d9a7bffff (suc=9, lamba_ariza=14)",38.66,"LINESTRING (-87.79144358589065 41.983026088203815, -87.79144358589065 41.983026088203815)"
8926645743bffff,"H3:8926645743bffff (suc=6, lamba_ariza=2)",21.37,"LINESTRING (-87.70207051158965 41.70666331776311, -87.70207051158965 41.70666331776311)"
892664cd6afffff,"H3:892664cd6afffff (suc=7, lamba_ariza=8)",28.43,"LINESTRING (-87.70968991558235 41.80106862664032, -87.70968991558235 41.80106862664032)"
892664c814bffff,"H3:892664c814bffff (suc=37, lamba_ariza=22)",83.29,"LINESTRING (-87.76022096908936 41.878254030148135, -87.76022096908936 41.878254030148135)"
892664cd637ffff,"H3:892664cd637ffff (suc=6, lamba_ariza=8)",25.64,"LINESTRING (-87.71091591305412 41.79815508959545, -87.71091591305412 41.79815508959545)"
8926645210bffff,"H3:8926645210bffff (suc=8, lamba_ariza=18)",38.8,"LINESTRING (-87.76212780621327 41.77960187016861, -87.76212780621327 41.77960187016861)"
892664c138bffff,"H3:892664c138bffff (suc=14, lamba_ariza=20)",53.42,"LINESTRING (-87.64485567999594 41.91727660724837, -87.64485567999594 41.91727660724837)"
892664cdc9bffff,"H3:892664cdc9bffff (suc=34, lamba_ariza=12)",73.78,"LINESTRING (-87.65352479957257 41.765718941380925, -87.65352479957257 41.765718941380925)"
892664574a3ffff,"H3:892664574a3ffff (suc=1, lamba_ariza=3)",2.67,"LINESTRING (-87.69243766719846 41.71082310120974, -87.69243766719846 41.71082310120974)"
892664cde17ffff,"H3:892664cde17ffff (suc=4, lamba_ariza=3)",15.5,"LINESTRING (-87.68246504304423 41.7532369937674, -87.68246504304423 41.7532369937674)"
892664cad83ffff,"H3:892664cad83ffff (suc=13, lamba_ariza=34)",57.16,"LINESTRING (-87.64926350705615 41.8974829780284, -87.64926350705615 41.8974829780284)"
892664ca173ffff,"H3:892664ca173ffff (suc=13, lamba_ariza=37)",59.81,"LINESTRING (-87.70328745692812 41.91954686025017, -87.70328745692812 41.91954686025017)"
89266452387ffff,"H3:89266452387ffff (suc=2, lamba_ariza=6)",11.18,"LINESTRING (-87.77774191845982 41.78000173027851, -87.77774191845982 41.78000173027851)"
892664ca4a3ffff,"H3:892664ca4a3ffff (suc=14, lamba_ariza=5)",42.29,"LINESTRING (-87.69873831432805 41.95852302421695, -87.69873831432805 41.95852302421695)"
892664ca8cfffff,"H3:892664ca8cfffff (suc=5, lamba_ariza=4)",19.03,"LINESTRING (-87.69148105671653 41.89122054054108, -87.69148105671653 41.89122054054108)"
8926645746fffff,"H3:8926645746fffff (suc=0, lamba_ariza=4)",2.82,"LINESTRING (-87.71170139317015 41.70250303945976, -87.71170139317015 41.70250303945976)"
892664c1047ffff,"H3:892664c1047ffff (suc=26, lamba_ariza=18)",71.16,"LINESTRING (-87.6471379703459 41.930613241266705, -87.6471379703459 41.930613241266705)"
892664d894fffff,"H3:892664d894fffff (suc=38, lamba_ariza=6)",70.48,"LINESTRING (-87.6636842254643 41.96646229685698, -87.6636842254643 41.96646229685698)"
892664caca3ffff,"H3:892664caca3ffff (suc=38, lamba_ariza=9)",72.69,"LINESTRING (-87.66544836254005 41.906021209988786, -87.66544836254005 41.906021209988786)"
892664cc86bffff,"H3:892664cc86bffff (suc=10, lamba_ariza=2)",31.46,"LINESTRING (-87.59692407080476 41.72224345817042, -87.59692407080476 41.72224345817042)"
8926641b287ffff,"H3:8926641b287ffff (suc=5, lamba_ariza=3)",17.41,"LINESTRING (-87.52610357193296 41.7217677768946, -87.52610357193296 41.7217677768946)"
892664523dbffff,"H3:892664523dbffff (suc=7, lamba_ariza=5)",24.94,"LINESTRING (-87.79512428133856 41.785597237676086, -87.79512428133856 41.785597237676086)"
892664cf48bffff,"H3:892664cf48bffff (suc=11, lamba_ariza=6)",34.79,"LINESTRING (-87.64119154635362 41.860410153111765, -87.64119154635362 41.860410153111765)"
892664cc917ffff,"H3:892664cc917ffff (suc=11, lamba_ariza=22)",48.65,"LINESTRING (-87.5610078843597 41.713902695309145, -87.5610078843597 41.713902695309145)"
892664ca993ffff,"H3:892664ca993ffff (suc=38, lamba_ariza=14)",77.21,"LINESTRING (-87.65665646308022 41.87998463276705, -87.65665646308022 41.87998463276705)"
892664cce17ffff,"H3:892664cce17ffff (suc=115, lamba_ariza=35)",97.16,"LINESTRING (-87.60267543302426 41.74594993292759, -87.60267543302426 41.74594993292759)"
892664d9b0bffff,"H3:892664d9b0bffff (suc=22, lamba_ariza=14)",63.17,"LINESTRING (-87.76498722767309 41.970552514716196, -87.76498722767309 41.970552514716196)"
892664522abffff,"H3:892664522abffff (suc=8, lamba_ariza=24)",42.55,"LINESTRING (-87.80110244468938 41.79016577158028, -87.80110244468938 41.79016577158028)"
8926645661bffff,"H3:8926645661bffff (suc=6, lamba_ariza=5)",22.75,"LINESTRING (-87.65652162637882 41.70251370383761, -87.65652162637882 41.70251370383761)"
892664cdc8bffff,"H3:892664cdc8bffff (suc=27, lamba_ariza=7)",62.91,"LINESTRING (-87.65475356752114 41.76280709490973, -87.65475356752114 41.76280709490973)"
892664575cbffff,"H3:892664575cbffff (suc=1, lamba_ariza=0)",3.65,"LINESTRING (-87.69190773156929 41.70271772427059, -87.69190773156929 41.70271772427059)"
892664c1a97ffff,"H3:892664c1a97ffff (suc=183, lamba_ariza=127)",99.9,"LINESTRING (-87.62411920195147 41.88206860759818, -87.62411920195147 41.88206860759818)"
89266456e87ffff,"H3:89266456e87ffff (suc=3, lamba_ariza=15)",22.04,"LINESTRING (-87.61085701074173 41.65201192182564, -87.61085701074173 41.65201192182564)"
892664cc28fffff,"H3:892664cc28fffff (suc=21, lamba_ariza=12)",60.25,"LINESTRING (-87.64316660548769 41.78090354248728, -87.64316660548769 41.78090354248728)"
892664cb20fffff,"H3:892664cb20fffff (suc=2, lamba_ariza=36)",31.46,"LINESTRING (-87.82969687474014 41.93898361701908, -87.82969687474014 41.93898361701908)"
892664d8337ffff,"H3:892664d8337ffff (suc=6, lamba_ariza=2)",19.94,"LINESTRING (-87.70494495527882 42.00960737836834, -87.70494495527882 42.00960737836834)"
8927593691bffff,"H3:8927593691bffff (suc=0, lamba_ariza=15)",13.3,"LINESTRING (-87.81435465674238 41.98507506432879, -87.81435465674238 41.98507506432879)"
892664cf0abffff,"H3:892664cf0abffff (suc=18, lamba_ariza=23)",64.12,"LINESTRING (-87.64507230210806 41.832511693239795, -87.64507230210806 41.832511693239795)"
892664c1387ffff,"H3:892664c1387ffff (suc=17, lamba_ariza=14)",55.59,"LINESTRING (-87.63764040796956 41.915610248974474, -87.63764040796956 41.915610248974474)"
892664cf657ffff,"H3:892664cf657ffff (suc=30, lamba_ariza=73)",84.73,"LINESTRING (-87.680388765848 41.8518661693635, -87.680388765848 41.8518661693635)"
892664c124bffff,"H3:892664c124bffff (suc=7, lamba_ariza=0)",20.26,"LINESTRING (-87.68393112685172 41.9278925721304, -87.68393112685172 41.9278925721304)"
892664d9963ffff,"H3:892664d9963ffff (suc=10, lamba_ariza=17)",42.96,"LINESTRING (-87.7378558544168 41.96912322959857, -87.7378558544168 41.96912322959857)"
892664cb06fffff,"H3:892664cb06fffff (suc=6, lamba_ariza=13)",30.76,"LINESTRING (-87.80680887030415 41.936937538587785, -87.80680887030415 41.936937538587785)"
892664cce67ffff,"H3:892664cce67ffff (suc=13, lamba_ariza=42)",59.57,"LINESTRING (-87.61057862612884 41.736595915350684, -87.61057862612884 41.736595915350684)"
892664cd547ffff,"H3:892664cd547ffff (suc=9, lamba_ariza=4)",30.59,"LINESTRING (-87.67791449857826 41.79213460045856, -87.67791449857826 41.79213460045856)"
8926641b233ffff,"H3:8926641b233ffff (suc=1, lamba_ariza=10)",9.15,"LINESTRING (-87.52981109434381 41.71304008400272, -87.52981109434381 41.71304008400272)"
892664cd343ffff,"H3:892664cd343ffff (suc=7, lamba_ariza=4)",25.66,"LINESTRING (-87.71895805333638 41.769651581938945, -87.71895805333638 41.769651581938945)"
892664cf623ffff,"H3:892664cf623ffff (suc=0, lamba_ariza=1)",0.93,"LINESTRING (-87.66843787123139 41.84270920977758, -87.66843787123139 41.84270920977758)"
892664c1a53ffff,"H3:892664c1a53ffff (suc=32, lamba_ariza=16)",75.54,"LINESTRING (-87.64522592745944 41.87894466798219, -87.64522592745944 41.87894466798219)"
892664cc8a3ffff,"H3:892664cc8a3ffff (suc=10, lamba_ariza=58)",53.16,"LINESTRING (-87.57465004257936 41.728258729745704, -87.57465004257936 41.728258729745704)"
892664c8d5bffff,"H3:892664c8d5bffff (suc=21, lamba_ariza=7)",55.57,"LINESTRING (-87.71711427508995 41.84914117193815, -87.71711427508995 41.84914117193815)"
892664cde07ffff,"H3:892664cde07ffff (suc=29, lamba_ariza=21)",76.3,"LINESTRING (-87.68369156981106 41.75032540160454, -87.68369156981106 41.75032540160454)"
892664cc157ffff,"H3:892664cc157ffff (suc=27, lamba_ariza=19)",73.55,"LINESTRING (-87.60545281596555 41.767373281075905, -87.60545281596555 41.767373281075905)"
8926641916fffff,"H3:8926641916fffff (suc=4, lamba_ariza=27)",32.59,"LINESTRING (-87.54014616888848 41.65153912302704, -87.54014616888848 41.65153912302704)"
892664562dbffff,"H3:892664562dbffff (suc=14, lamba_ariza=9)",46.13,"LINESTRING (-87.66983479741592 41.68962916347266, -87.66983479741592 41.68962916347266)"
892664cc60bffff,"H3:892664cc60bffff (suc=16, lamba_ariza=13)",54.04,"LINESTRING (-87.64421147396874 41.79713172659628, -87.64421147396874 41.79713172659628)"
892664caed3ffff,"H3:892664caed3ffff (suc=29, lamba_ariza=24)",78.52,"LINESTRING (-87.70996903134444 41.91308348449305, -87.70996903134444 41.91308348449305)"
892664ca62bffff,"H3:892664ca62bffff (suc=7, lamba_ariza=11)",30.5,"LINESTRING (-87.73923067083076 41.94702605638219, -87.73923067083076 41.94702605638219)"
8926645700bffff,"H3:8926645700bffff (suc=5, lamba_ariza=12)",25.61,"LINESTRING (-87.71659346851776 41.69086390025999, -87.71659346851776 41.69086390025999)"
892759369c3ffff,"H3:892759369c3ffff (suc=1, lamba_ariza=10)",10.96,"LINESTRING (-87.816133381496 41.99028470385712, -87.816133381496 41.99028470385712)"
892664c8d47ffff,"H3:892664c8d47ffff (suc=37, lamba_ariza=48)",89.22,"LINESTRING (-87.71113553909595 41.844564997050725, -87.71113553909595 41.844564997050725)"
892664cb393ffff,"H3:892664cb393ffff (suc=11, lamba_ariza=54)",54.64,"LINESTRING (-87.79958759925242 41.93528144231332, -87.79958759925242 41.93528144231332)"
892664cf403ffff,"H3:892664cf403ffff (suc=39, lamba_ariza=19)",82.67,"LINESTRING (-87.64365559289466 41.85457980135127, -87.64365559289466 41.85457980135127)"
892664ccb3bffff,"H3:892664ccb3bffff (suc=5, lamba_ariza=0)",17.04,"LINESTRING (-87.59292216510411 41.70374035313105, -87.59292216510411 41.70374035313105)"
892664ca823ffff,"H3:892664ca823ffff (suc=52, lamba_ariza=9)",77.67,"LINESTRING (-87.68074825304946 41.879144826236804, -87.68074825304946 41.879144826236804)"
892664d8a6fffff,"H3:892664d8a6fffff (suc=19, lamba_ariza=4)",50.95,"LINESTRING (-87.70949381886723 41.97060720906943, -87.70949381886723 41.97060720906943)"
892664cf4afffff,"H3:892664cf4afffff (suc=50, lamba_ariza=87)",94.57,"LINESTRING (-87.63346377892758 41.85062358043897, -87.63346377892758 41.85062358043897)"
89266419147ffff,"H3:89266419147ffff (suc=0, lamba_ariza=6)",4.7,"LINESTRING (-87.54064915514203 41.65964170150035, -87.54064915514203 41.65964170150035)"
892664cb127ffff,"H3:892664cb127ffff (suc=41, lamba_ariza=27)",87.34,"LINESTRING (-87.77016028842763 41.92052720235433, -87.77016028842763 41.92052720235433)"
892664c8917ffff,"H3:892664c8917ffff (suc=3, lamba_ariza=7)",13.93,"LINESTRING (-87.70707840397517 41.82604178536129, -87.70707840397517 41.82604178536129)"
8926641931bffff,"H3:8926641931bffff (suc=3, lamba_ariza=1)",10.03,"LINESTRING (-87.56463536966025 41.65883468458986, -87.56463536966025 41.65883468458986)"
8926641b227ffff,"H3:8926641b227ffff (suc=2, lamba_ariza=4)",9.95,"LINESTRING (-87.52807391455879 41.7078409690608, -87.52807391455879 41.7078409690608)"
892664ccca3ffff,"H3:892664ccca3ffff (suc=16, lamba_ariza=26)",61.23,"LINESTRING (-87.56601477791362 41.748630868422715, -87.56601477791362 41.748630868422715)"
892664ca40bffff,"H3:892664ca40bffff (suc=8, lamba_ariza=4)",25.75,"LINESTRING (-87.7144149351108 41.95892889612394, -87.7144149351108 41.95892889612394)"
892664c8ec3ffff,"H3:892664c8ec3ffff (suc=0, lamba_ariza=5)",3.99,"LINESTRING (-87.75790929314097 41.864929732157734, -87.75790929314097 41.864929732157734)"
